body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(1806, 140)",11,"(1815, 107)",10737,59b93850-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1783, 166)","(1738, 222)"
"(753, 738)",16,"(597, 759)",24439,5a14a52b-23d2-11e8-a6a3-ec086b02610b,"(807, 847)","(-1, -1)","(-1, -1)","(906, 803)","(670, 878)","(-1, -1)","(926, 712)"
"(1194, 1024)",8,"(1334, 768)",32559,5a1b14db-23d2-11e8-a6a3-ec086b02610b,"(1155, 1439)","(-1, -1)","(-1, -1)","(1254, 1446)","(1297, 1104)","(-1, -1)","(1210, 1348)"
,10,"(-1, -1)",37876,599fbff7-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)",,,"(-1, -1)",,
"(194, 860)",16,"(25, 814)",43293,59941e12-23d2-11e8-a6a3-ec086b02610b,"(397, 940)","(136, 1031)","(-1, -1)","(238, 980)","(39, 985)","(-1, -1)","(399, 841)"
"(699, 808)",1,"(573, 870)",2623,598624c4-23d2-11e8-a6a3-ec086b02610b,"(772, 854)","(696, 875)","(-1, -1)","(-1, -1)","(626, 890)","(-1, -1)","(853, 801)"
"(1400, 838)",10,"(1416, 786)",8770,59b13037-23d2-11e8-a6a3-ec086b02610b,"(1364, 930)","(-1, -1)","(-1, -1)","(1403, 939)","(-1, -1)","(-1, -1)","(1366, 909)"
"(2034, 734)",6,"(-1, -1)",14335,5a1fe818-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1983, 954)","(-1, -1)","(-1, -1)","(1916, 799)"
"(1392, 706)",10,"(1451, 678)",35507,59c3191d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1374, 766)","(1429, 746)","(-1, -1)","(1322, 738)"
"(394, 836)",1,"(291, 892)",11809,597e63ff-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(517, 783)"
"(1328, 807)",11,"(1353, 730)",24187,59edf056-23d2-11e8-a6a3-ec086b02610b,"(1343, 856)","(-1, -1)","(1366, 801)","(-1, -1)","(-1, -1)","(1289, 798)","(-1, -1)"
"(781, 1099)",1,"(885, 1087)",11045,5a164017-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(686, 1190)","(-1, -1)","(-1, -1)","(583, 1161)"
"(1005, 644)",16,"(1097, 614)",31311,59baca84-23d2-11e8-a6a3-ec086b02610b,"(916, 759)","(1079, 697)","(-1, -1)","(966, 729)","(1031, 728)","(-1, -1)","(893, 700)"
"(1629, 916)",9,"(1749, 922)",36413,59a94c5c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1725, 990)","(-1, -1)","(1462, 1072)","(1653, 1067)","(-1, -1)","(1447, 973)"
"(1382, 785)",1,"(-1, -1)",13581,5a2311fa-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1312, 908)"
"(793, 1398)",3,"(965, 1265)",9600,59b616c6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1199, 1360)",6,"(-1, -1)",26451,59a49cff-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(843, 1272)"
"(50, 769)",16,"(-1, -1)",40441,597cd77b-23d2-11e8-a6a3-ec086b02610b,"(100, 885)","(26, 900)","(-1, -1)","(150, 806)","(-1, -1)","(-1, -1)","(205, 718)"
"(1182, 637)",1,"(1092, 684)",11029,59c99e47-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1293, 602)"
"(566, 805)",1,"(476, 790)",33880,59d8eb68-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(633, 922)"
"(1085, 1410)",1,"(-1, -1)",11781,5a1fe6ad-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1278, 1297)"
"(1655, 1135)",7,"(-1, -1)",22001,59a17c27-23d2-11e8-a6a3-ec086b02610b,"(1629, 1191)","(-1, -1)","(-1, -1)","(1587, 1195)","(1699, 1184)","(-1, -1)","(1513, 1106)"
"(728, 764)",1,"(839, 804)",15871,596eeef0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(636, 834)","(768, 824)","(-1, -1)","(541, 756)"
"(974, 756)",3,"(1008, 930)",27399,5976a435-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(976, 546)"
"(-1, -1)",5,"(-1, -1)",34135,5a23110f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(16, 905)"
"(1281, 633)",1,"(1372, 669)",5876,59673450-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1220, 673)","(-1, -1)","(-1, -1)","(1144, 641)"
"(58, 822)",1,"(133, 846)",18502,5a1979ef-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1664, 838)",10,"(-1, -1)",20933,59974040-23d2-11e8-a6a3-ec086b02610b,"(1618, 916)","(-1, -1)","(-1, -1)","(1668, 920)","(-1, -1)","(-1, -1)","(1640, 899)"
"(1227, 615)",16,"(1334, 649)",23220,598ad0c8-23d2-11e8-a6a3-ec086b02610b,"(1138, 713)","(-1, -1)","(-1, -1)","(1200, 728)","(1286, 723)","(-1, -1)","(1098, 647)"
"(351, 768)",9,"(283, 754)",2343,59d8ec5e-23d2-11e8-a6a3-ec086b02610b,"(413, 888)","(347, 915)","(-1, -1)","(394, 882)","(306, 913)","(-1, -1)","(447, 781)"
"(471, 1031)",6,"(305, 1034)",18926,5987b2c9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(419, 1154)","(-1, -1)","(605, 1142)","(-1, -1)","(-1, -1)","(-1, -1)"
"(2001, 825)",6,"(-1, -1)",34701,5994203a-23d2-11e8-a6a3-ec086b02610b,"(1895, 907)","(-1, -1)","(-1, -1)","(1971, 914)","(-1, -1)","(-1, -1)","(1881, 817)"
"(865, 1319)",10,"(-1, -1)",43343,596eed6b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(383, 885)",1,"(284, 961)",14939,59f5ff79-23d2-11e8-a6a3-ec086b02610b,"(450, 942)","(361, 975)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(553, 875)"
"(669, 899)",5,"(749, 926)",23608,59d0e3d2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(722, 949)","(-1, -1)","(599, 903)","(711, 962)","(-1, -1)","(496, 868)"
"(1749, 870)",9,"(1885, 891)",37469,59e2a35c-23d2-11e8-a6a3-ec086b02610b,"(1599, 937)","(-1, -1)","(-1, -1)","(1619, 1005)","(1795, 968)","(-1, -1)","(1573, 898)"
"(1512, 1091)",1,"(1588, 1101)",34680,59d41819-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1351, 1092)"
"(896, 898)",16,"(733, 944)",6783,59c4c02f-23d2-11e8-a6a3-ec086b02610b,"(1041, 959)","(880, 1051)","(-1, -1)","(962, 997)","(750, 1087)","(-1, -1)","(1053, 843)"
"(238, 806)",9,"(353, 823)",36983,59a17ae1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(242, 909)","(-1, -1)","(-1, -1)","(287, 911)","(-1, -1)","(-1, -1)"
"(-1, -1)",10,"(645, 1353)",41620,5994205a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(451, 1092)",10,"(476, 1043)",21613,596eefa5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(486, 1158)","(-1, -1)","(-1, -1)","(457, 1159)"
"(525, 942)",1,"(607, 1031)",30264,59e2a34d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(628, 734)",1,"(735, 720)",10428,59a94ade-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(539, 812)","(721, 770)","(-1, -1)","(477, 761)"
"(1082, 968)",3,"(1129, 1147)",17385,599104ed-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1010, 1039)","(1049, 1126)","(-1, -1)","(1046, 751)"
"(1331, 783)",1,"(-1, -1)",23409,59da89b3-23d2-11e8-a6a3-ec086b02610b,"(1343, 882)","(1303, 845)","(-1, -1)","(1411, 908)","(-1, -1)","(-1, -1)","(1402, 870)"
"(688, 528)",10,"(707, 496)",3786,59aad9bf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(707, 575)","(-1, -1)","(-1, -1)","(670, 578)"
"(1685, 687)",16,"(1560, 667)",15038,5971fae8-23d2-11e8-a6a3-ec086b02610b,"(1678, 790)","(1647, 782)","(-1, -1)","(1839, 812)","(1628, 765)","(-1, -1)","(1828, 771)"
"(1449, 761)",10,"(1534, 747)",38620,59ffba67-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1420, 825)","(1507, 811)","(-1, -1)","(1382, 793)"
"(1292, 682)",1,"(-1, -1)",43020,59c99cbc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1267, 744)","(-1, -1)","(-1, -1)","(1210, 735)"
"(728, 792)",10,"(662, 802)",27546,59fae5d6-23d2-11e8-a6a3-ec086b02610b,"(750, 858)","(696, 853)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(795, 819)"
"(81, 894)",9,"(-1, -1)",6894,59ef8cc0-23d2-11e8-a6a3-ec086b02610b,"(179, 1009)","(18, 971)","(-1, -1)","(136, 993)","(80, 995)","(-1, -1)","(221, 976)"
"(870, 782)",10,"(932, 731)",32365,597386fb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(869, 849)","(905, 831)","(-1, -1)","(825, 835)"
"(717, 679)",1,"(614, 719)",8587,5a14a59a-23d2-11e8-a6a3-ec086b02610b,"(763, 742)","(656, 740)","(-1, -1)","(791, 715)","(693, 726)","(-1, -1)","(836, 669)"
"(554, 834)",1,"(505, 930)",5991,59aad992-23d2-11e8-a6a3-ec086b02610b,"(610, 895)","(541, 934)","(-1, -1)","(629, 859)","(-1, -1)","(-1, -1)","(677, 779)"
"(954, 982)",99,"(-1, -1)",21115,59cb3841-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1199, 997)",16,"(1358, 918)",10192,59ddc11d-23d2-11e8-a6a3-ec086b02610b,"(1068, 1142)","(1348, 1080)","(-1, -1)","(1041, 1195)","(1218, 1128)","(-1, -1)","(957, 1142)"
"(-1, -1)",99,"(58, 928)",1427,59c4c073-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(266, 944)",1,"(276, 1053)",10683,59d27b85-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(273, 862)"
"(1638, 535)",16,"(1680, 497)",36479,5a062eef-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1590, 667)","(1661, 598)","(-1, -1)","(1573, 610)"
"(694, 1121)",8,"(491, 843)",6527,5a02fa36-23d2-11e8-a6a3-ec086b02610b,"(733, 1466)","(568, 1178)","(-1, -1)","(832, 1468)","(640, 1205)","(-1, -1)","(793, 1350)"
"(479, 822)",1,"(611, 844)",40132,5a2c844c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(324, 914)"
"(-1, -1)",1,"(192, 964)",4721,59df5cf6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(890, 624)",3,"(899, 507)",30038,5a049310-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(936, 840)"
"(457, 1030)",1,"(548, 1031)",44508,5a24a9ea-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(409, 1111)","(-1, -1)","(-1, -1)","(294, 1115)"
"(1910, 1249)",11,"(1963, 1144)",19239,5a14a69a-23d2-11e8-a6a3-ec086b02610b,"(1942, 1387)","(-1, -1)","(2011, 1256)","(-1, -1)","(-1, -1)","(1822, 1216)","(-1, -1)"
"(1728, 338)",8,"(-1, -1)",43779,5a130a33-23d2-11e8-a6a3-ec086b02610b,"(1643, 558)","(-1, -1)","(-1, -1)","(1677, 479)","(-1, -1)","(-1, -1)","(1641, 233)"
"(559, 930)",7,"(587, 1005)",6459,5a1e51c3-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(523, 986)","(561, 1015)","(-1, -1)","(517, 840)"
"(252, 1006)",5,"(264, 985)",26709,59a49b3a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(246, 1041)","(-1, -1)","(-1, -1)","(276, 1038)","(-1, -1)","(279, 917)"
"(834, 746)",16,"(696, 752)",3690,5a217898-23d2-11e8-a6a3-ec086b02610b,"(959, 826)","(738, 863)","(-1, -1)","(919, 799)","(832, 840)","(-1, -1)","(988, 732)"
"(1189, 654)",1,"(1265, 652)",23414,59bac94c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1116, 718)","(1236, 680)","(-1, -1)","(1053, 679)"
"(911, 1000)",3,"(807, 1021)",38559,59b485cb-23d2-11e8-a6a3-ec086b02610b,"(962, 1102)","(916, 1102)","(-1, -1)","(1063, 1073)","(846, 1101)","(-1, -1)","(1100, 1036)"
"(1267, 826)",8,"(1186, 867)",12653,59da8b7f-23d2-11e8-a6a3-ec086b02610b,"(1311, 895)","(-1, -1)","(-1, -1)","(-1, -1)","(1196, 968)","(-1, -1)","(1345, 727)"
"(477, 824)",9,"(399, 865)",7099,5998ce8c-23d2-11e8-a6a3-ec086b02610b,"(408, 917)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1993, 657)",16,"(1967, 605)",10549,5971f84b-23d2-11e8-a6a3-ec086b02610b,"(2035, 774)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1312, 1331)",3,"(-1, -1)",30348,59a94c8b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1179, 1183)"
"(305, 805)",8,"(448, 785)",24425,5a0b02b0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(397, 891)","(-1, -1)","(117, 910)","(293, 904)","(-1, -1)","(117, 816)"
"(-1, -1)",6,"(-1, -1)",36438,59ef8cb2-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(2019, 928)","(-1, -1)","(-1, -1)","(2027, 846)"
"(438, 793)",6,"(543, 781)",6404,59ffbcae-23d2-11e8-a6a3-ec086b02610b,"(373, 899)","(533, 868)","(-1, -1)","(321, 899)","(459, 882)","(-1, -1)","(328, 807)"
"(23, 904)",99,"(95, 933)",25721,59b614bf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(63, 992)","(-1, -1)","(-1, -1)","(23, 988)","(-1, -1)","(-1, -1)"
"(1366, 962)",16,"(1257, 1055)",5410,59b483ad-23d2-11e8-a6a3-ec086b02610b,"(1425, 1077)","(1300, 1155)","(-1, -1)","(1460, 1050)","(-1, -1)","(-1, -1)","(1488, 919)"
"(1008, 1146)",10,"(1047, 1125)",32366,59c31954-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1024, 1182)","(-1, -1)","(1000, 1195)","(1035, 1182)","(-1, -1)","(971, 1185)"
"(1298, 597)",10,"(1369, 601)",17421,5a015c00-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1335, 645)","(-1, -1)","(1297, 662)","(1312, 650)","(-1, -1)","(1245, 633)"
"(1124, 1140)",6,"(-1, -1)",44034,59da8ce2-23d2-11e8-a6a3-ec086b02610b,"(973, 1423)","(-1, -1)","(-1, -1)","(1113, 1331)","(1179, 1407)","(-1, -1)","(1028, 1200)"
"(1310, 442)",3,"(1479, 516)",5547,5a02fb03-23d2-11e8-a6a3-ec086b02610b,"(1312, 555)","(-1, -1)","(-1, -1)","(1257, 563)","(1444, 550)","(-1, -1)","(-1, -1)"
"(450, 1098)",10,"(387, 1065)",3037,5a197a6f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(513, 773)",16,"(358, 815)",28492,5968c02e-23d2-11e8-a6a3-ec086b02610b,"(581, 887)","(443, 917)","(-1, -1)","(647, 819)","(-1, -1)","(-1, -1)","(682, 704)"
"(42, 850)",99,"(129, 865)",36954,5a0b00ee-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(68, 913)","(-1, -1)","(-1, -1)","(42, 912)","(-1, -1)","(-1, -1)"
"(204, 1145)",1,"(114, 1232)",9261,5a0e34d2-23d2-11e8-a6a3-ec086b02610b,"(331, 1174)","(209, 1249)","(-1, -1)","(296, 1159)","(-1, -1)","(-1, -1)","(332, 1022)"
"(1467, 923)",11,"(1420, 856)",37539,59849617-23d2-11e8-a6a3-ec086b02610b,"(1593, 1034)","(-1, -1)","(1552, 931)","(1506, 1013)","(-1, -1)","(-1, -1)","(1720, 932)"
"(961, 735)",1,"(1088, 768)",17924,5976a444-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(906, 786)","(-1, -1)","(-1, -1)","(798, 759)"
"(515, 1021)",5,"(451, 955)",17937,59f2c5df-23d2-11e8-a6a3-ec086b02610b,"(580, 1172)","(459, 1003)","(-1, -1)","(611, 1152)","(-1, -1)","(-1, -1)","(647, 1109)"
"(993, 1068)",5,"(1022, 1113)",6789,59817a11-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1037, 1142)","(-1, -1)","(976, 1135)","(992, 1140)","(-1, -1)","(960, 1002)"
"(1125, 1143)",5,"(1134, 1178)",7238,5a2c851c-23d2-11e8-a6a3-ec086b02610b,"(1171, 1207)","(1150, 1211)","(-1, -1)","(1100, 1212)","(1129, 1254)","(-1, -1)","(1123, 1087)"
"(335, 735)",5,"(325, 703)",150,59ddc0d4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(391, 772)"
"(52, 850)",99,"(122, 853)",428,59e91ba4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(11, 901)","(82, 887)","(-1, -1)","(-1, -1)"
"(1642, 838)",10,"(1728, 779)",22900,598179b7-23d2-11e8-a6a3-ec086b02610b,"(1650, 896)","(-1, -1)","(-1, -1)","(1655, 913)","(1688, 888)","(-1, -1)","(1587, 896)"
"(1510, 1317)",3,"(1629, 1417)",20508,59b4865e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1587, 1468)","(-1, -1)","(1453, 1423)","(1515, 1453)","(-1, -1)","(1352, 1266)"
"(-1, -1)",5,"(-1, -1)",ab6b59c5-2945-474f-9ab2-9ab1d98fb7cd,59c4c12c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(87, 712)"
"(211, 770)",6,"(314, 784)",29818,599d7c94-23d2-11e8-a6a3-ec086b02610b,"(182, 844)","(-1, -1)","(-1, -1)","(114, 846)","(259, 855)","(-1, -1)","(-1, -1)"
"(886, 749)",1,"(990, 747)",41418,59f947cf-23d2-11e8-a6a3-ec086b02610b,"(862, 809)","(898, 814)","(-1, -1)","(758, 839)","(977, 787)","(-1, -1)","(715, 773)"
"(1695, 1151)",6,"(1806, 1130)",14437,59830769-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1760, 1234)","(-1, -1)","(1591, 1276)","(1694, 1252)","(-1, -1)","(1579, 1159)"
"(1029, 682)",16,"(902, 712)",28736,5a096900-23d2-11e8-a6a3-ec086b02610b,"(1125, 767)","(957, 804)","(-1, -1)","(1091, 748)","(1016, 789)","(-1, -1)","(1155, 690)"
"(1875, 892)",6,"(1768, 886)",42962,59b7a5f8-23d2-11e8-a6a3-ec086b02610b,"(2008, 951)","(1848, 983)","(-1, -1)","(1937, 962)","(1774, 966)","(-1, -1)","(2000, 870)"
"(544, 917)",16,"(489, 1034)",39107,5987b3ed-23d2-11e8-a6a3-ec086b02610b,"(594, 1046)","(561, 1073)","(-1, -1)","(-1, -1)","(469, 1111)","(-1, -1)","(674, 843)"
"(1753, 1165)",1,"(1836, 1181)",869,5984953e-23d2-11e8-a6a3-ec086b02610b,"(1722, 1214)","(-1, -1)","(-1, -1)","(1667, 1231)","(-1, -1)","(-1, -1)","(1607, 1191)"
"(1870, 633)",16,"(1942, 600)",23030,59ccd3ae-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1823, 731)","(1941, 668)","(-1, -1)","(1767, 733)"
"(1690, 639)",10,"(1722, 604)",20005,59a7bec1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1686, 687)","(1708, 675)","(-1, -1)","(1648, 673)"
"(1270, 501)",3,"(-1, -1)",644,59f2c329-23d2-11e8-a6a3-ec086b02610b,"(1040, 621)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(973, 551)"
"(1125, 1141)",5,"(1136, 1175)",37198,59973ca9-23d2-11e8-a6a3-ec086b02610b,"(1172, 1207)","(1152, 1216)","(-1, -1)","(1098, 1211)","(1125, 1252)","(-1, -1)","(1123, 1071)"
"(285, 1101)",10,"(416, 1053)",44886,59e44090-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(332, 1222)","(-1, -1)","(-1, -1)","(191, 1212)"
"(1494, 643)",16,"(1563, 595)",2502,5a14a37e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1423, 790)","(-1, -1)","(-1, -1)","(1383, 765)"
"(1323, 926)",10,"(1387, 822)",13620,5a130a37-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1426, 935)","(-1, -1)","(-1, -1)","(1390, 936)","(-1, -1)","(1266, 962)"
"(1267, 973)",6,"(1160, 985)",33526,59d0e3c9-23d2-11e8-a6a3-ec086b02610b,"(1344, 1097)","(1167, 1126)","(-1, -1)","(1392, 1058)","(1232, 1113)","(-1, -1)","(1385, 957)"
"(651, 749)",16,"(808, 713)",21610,599d7d78-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(749, 832)","(-1, -1)","(551, 888)","(678, 874)","(-1, -1)","(449, 841)"
"(1903, 808)",16,"(2006, 749)",4203,59a17d83-23d2-11e8-a6a3-ec086b02610b,"(1742, 1032)","(-1, -1)","(-1, -1)","(1920, 917)","(1971, 892)","(-1, -1)","(1695, 1003)"
"(1490, 475)",3,"(1413, 499)",9522,598c5d4b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1541, 533)","(1504, 535)","(-1, -1)","(-1, -1)"
"(1098, 615)",99,"(1103, 640)",32487,59c99ef9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1067, 618)"
"(1015, 705)",6,"(1162, 659)",42706,5998cc51-23d2-11e8-a6a3-ec086b02610b,"(985, 818)","(1056, 843)","(-1, -1)","(875, 879)","(1085, 846)","(-1, -1)","(855, 740)"
"(682, 1384)",10,"(508, 1396)",16465,5991032e-23d2-11e8-a6a3-ec086b02610b,"(819, 1439)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(928, 1451)"
"(1375, 1125)",6,"(1177, 1097)",16673,596734e2-23d2-11e8-a6a3-ec086b02610b,"(1583, 1272)","(1355, 1258)","(-1, -1)","(-1, -1)","(1210, 1253)","(-1, -1)","(1588, 1087)"
"(1194, 954)",10,"(1252, 956)",31872,59bca63a-23d2-11e8-a6a3-ec086b02610b,"(1174, 1031)","(-1, -1)","(-1, -1)","(1220, 1036)","(-1, -1)","(-1, -1)","(1158, 1007)"
"(1015, 631)",16,"(991, 558)",40247,599d7c3d-23d2-11e8-a6a3-ec086b02610b,"(1024, 777)","(997, 759)","(-1, -1)","(1050, 782)","(-1, -1)","(-1, -1)","(1066, 755)"
"(1640, 930)",6,"(1701, 886)",24106,59b6138e-23d2-11e8-a6a3-ec086b02610b,"(1606, 1081)","(-1, -1)","(-1, -1)","(1674, 1073)","(-1, -1)","(-1, -1)","(1657, 1083)"
"(13, 990)",99,"(-1, -1)",6877,59f2c45d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(75, 983)"
"(1086, 984)",1,"(1186, 973)",40463,5a1b1680-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1110, 1057)","(-1, -1)","(1027, 1113)","(1144, 1050)","(-1, -1)","(926, 1060)"
"(912, 532)",3,"(769, 478)",23465,59c66987-23d2-11e8-a6a3-ec086b02610b,"(906, 654)","(818, 615)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(984, 698)"
"(894, 1331)",10,"(733, 1237)",37955,599fbefd-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(771, 1466)","(-1, -1)","(-1, -1)","(732, 1463)","(-1, -1)","(-1, -1)"
"(1088, 1077)",10,"(1018, 1072)",41281,5971fb12-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1103, 1161)"
"(1252, 1485)",16,"(-1, -1)",10531,59dc25d0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1128, 1444)"
